DATAFLOW,AUDST,FREQ,MEASURE_TYPE,OCCP_GP_ITEM,REPYEAREND,REPYEARSTART,STATE_CODE,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,CHD,0,2025-03-31,INR,85255440000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,PUN,0,2025-03-31,INR,849511302000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,MEG,0,2025-03-31,INR,11140220000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,LADK,0,2025-03-31,INR,3076344000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,JNK,0,2025-03-31,INR,144971607000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,HP,0,2025-03-31,INR,130985824000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,WB,0,2025-03-31,INR,624208293000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,KAR,0,2025-03-31,INR,2667646276000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,JHK,0,2025-03-31,INR,269384553000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,BIH,0,2025-03-31,INR,972795765000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,GOA,0,2025-03-31,INR,20538290000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,RAJA,0,2025-03-31,INR,1585285321000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,ANNS,0,2025-03-31,INR,3646114000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,DNHDD,0,2025-03-31,INR,2504859000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,ALL_INDIA,0,2025-03-31,INR,24202227289000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,NTCDEL,0,2025-03-31,INR,505935804000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,MP,0,2025-03-31,INR,1572899456000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,RAJA,0,2025-03-31,INR,1933623428000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,ARP,0,2025-03-31,INR,5651149000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,ANP,0,2025-03-31,INR,2823189134000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,PY,0,2025-03-31,INR,72698788000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,KER,0,2025-03-31,INR,1435269481000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,WB,0,2025-03-31,INR,880342869000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,TEL,0,2025-03-31,INR,1445648279000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,PY,0,2025-03-31,INR,69946237000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,OD,0,2025-03-31,INR,623600936000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,MP,0,2025-03-31,INR,1268294769000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,ALL_INDIA,0,2025-03-31,INR,30535096514000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,SIKK,0,2025-03-31,INR,2566340000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,NTCDEL,0,2025-03-31,INR,660030693000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,KER,0,2025-03-31,INR,1310496741000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,BIH,0,2025-03-31,INR,699318813000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,MAH,0,2025-03-31,INR,1703299258000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,ANP,0,2025-03-31,INR,3198308970000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,ASM,0,2025-03-31,INR,163251799000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,HAR,0,2025-03-31,INR,957135247000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,OD,0,2025-03-31,INR,459749635000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,UK,0,2025-03-31,INR,136714183000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,GUJ,0,2025-03-31,INR,1068041743000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,TRI,0,2025-03-31,INR,33467085000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,MIZO,0,2025-03-31,INR,8424567000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2025,2024,TEL,0,2025-03-31,INR,1670565937000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2025,2024,UK,0,2025-03-31,INR,105388802000
