DATAFLOW,AUDST,FREQ,INTER_INVS_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_DTCECB,2019,2018,0,2018-12-31,INR,22447600000.000004
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_DTCECB,2019,2018,0,2018-12-31,USD,321710000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_OS,2019,2018,0,2018-12-31,INR,74293800000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_OS,2019,2018,0,2018-12-31,USD,1064349999.9999999
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_OS_ESOTIFS,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_OS_NFCH_NPISH,2019,2018,0,2018-12-31,INR,61510100000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_OS_NFCH_NPISH,2019,2018,0,2018-12-31,USD,881200000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_OS_OFC,2019,2018,0,2018-12-31,INR,12783699999.999998
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_PI_EIFS_OS_OFC,2019,2018,0,2018-12-31,USD,183140000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA,2019,2018,0,2018-12-31,INR,25809171800000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA,2019,2018,0,2018-12-31,USD,369798450000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_CD,2019,2018,0,2018-12-31,INR,9892091200000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_CD,2019,2018,0,2018-12-31,USD,141735660000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_CD_COMA,2019,2018,0,2018-12-31,INR,7710009399999.999
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_CD_COMA,2019,2018,0,2018-12-31,USD,110470400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_CD_COOE,2019,2018,0,2018-12-31,INR,2182081800000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_CD_COOE,2019,2018,0,2018-12-31,USD,31265260000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_SEC,2019,2018,0,2018-12-31,INR,15917080600000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_ORA_SEC,2019,2018,0,2018-12-31,USD,228062790000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_RPIMF,2019,2018,0,2018-12-31,INR,184253700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_RPIMF,2019,2018,0,2018-12-31,USD,2640020000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_SDR,2019,2018,0,2018-12-31,INR,102082099999.99998
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MG_SDR,2019,2018,0,2018-12-31,USD,1462650000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MON_GLD,2019,2018,0,2018-12-31,INR,1513792400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RA_MON_GLD,2019,2018,0,2018-12-31,USD,21689890000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RES_ASS,2019,2018,0,2018-12-31,INR,27609300000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIA_RES_ASS,2019,2018,0,2018-12-31,USD,395591010000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI,2019,2018,0,2018-12-31,INR,26951606200000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI,2019,2018,0,2018-12-31,USD,386168760000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_DBT_INS,2019,2018,0,2018-12-31,INR,1160293500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_DBT_INS,2019,2018,0,2018-12-31,USD,16624950000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_DBT_INS_DRT_INV_DIE,2019,2018,0,2018-12-31,INR,1160293500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_DBT_INS_DRT_INV_DIE,2019,2018,0,2018-12-31,USD,16624950000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_EIFS,2019,2018,0,2018-12-31,INR,25791312700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_EIFS,2019,2018,0,2018-12-31,USD,369543810000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_EIFS_DRT_INV_DIE,2019,2018,0,2018-12-31,INR,25791312700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_DI_EIFS_DRT_INV_DIE,2019,2018,0,2018-12-31,USD,369543810000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_FD_OTR_ESO,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB,2019,2018,0,2018-12-31,INR,15587900000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB,2019,2018,0,2018-12-31,USD,223350000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_DTCECB,2019,2018,0,2018-12-31,INR,8883658500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_DTCECB,2019,2018,0,2018-12-31,USD,126951350000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_DTCECB_LNG_TRM,2019,2018,0,2018-12-31,INR,8801447200000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_DTCECB_LNG_TRM,2019,2018,0,2018-12-31,USD,125773410000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_DTCECB_SHT_TRM,2019,2018,0,2018-12-31,INR,82211299999.99998
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_DTCECB_SHT_TRM,2019,2018,0,2018-12-31,USD,1177940000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_GG,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_GG,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_OS,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_OS,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_OS_LNG_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_OS_LNG_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_OS_SHT_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_OS_SHT_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_SHT_TRM,2019,2018,0,2018-12-31,INR,15587900000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CD_CB_SHT_TRM,2019,2018,0,2018-12-31,USD,223350000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CURR_DEP,2019,2018,0,2018-12-31,INR,8899246500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_CURR_DEP,2019,2018,0,2018-12-31,USD,127174700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_DTCECB,2019,2018,0,2018-12-31,INR,1491101600000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_DTCECB,2019,2018,0,2018-12-31,USD,21311090000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_DTCECB_LNG_TRM,2019,2018,0,2018-12-31,INR,1491101600000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_DTCECB_LNG_TRM,2019,2018,0,2018-12-31,USD,21311090000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_GG,2019,2018,0,2018-12-31,INR,4717347700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_GG,2019,2018,0,2018-12-31,USD,67055820000.00001
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_GG_CL_IMF_OTR_OTH_LNG_TRM,2019,2018,0,2018-12-31,INR,4717347700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_GG_CL_IMF_OTR_OTH_LNG_TRM,2019,2018,0,2018-12-31,USD,67055820000.00001
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_MAWR,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS,2019,2018,0,2018-12-31,INR,6377411400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS,2019,2018,0,2018-12-31,USD,91291940000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_LNG_TRM,2019,2018,0,2018-12-31,INR,6377411400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_LNG_TRM,2019,2018,0,2018-12-31,USD,91291940000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_NFCH_NPISH,2019,2018,0,2018-12-31,INR,5232580400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_NFCH_NPISH,2019,2018,0,2018-12-31,USD,74913710000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_NFCH_NPISH_LNG_TRM,2019,2018,0,2018-12-31,INR,5232580400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_NFCH_NPISH_LNG_TRM,2019,2018,0,2018-12-31,USD,74913710000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_OFC,2019,2018,0,2018-12-31,INR,1144831000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_OFC,2019,2018,0,2018-12-31,USD,16378230000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_OFC_LNG_TRM,2019,2018,0,2018-12-31,INR,1144831000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_OFC_LNG_TRM,2019,2018,0,2018-12-31,USD,16378230000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_SHT_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB_OS_SHT_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB__OFC_SHT_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LNS_CB__OFC_SHT_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LOANS,2019,2018,0,2018-12-31,INR,12585860700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_LOANS,2019,2018,0,2018-12-31,USD,179658850000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP,2019,2018,0,2018-12-31,INR,699806600000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP,2019,2018,0,2018-12-31,USD,10012220000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_GG,2019,2018,0,2018-12-31,INR,387186000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_GG,2019,2018,0,2018-12-31,USD,5532920000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_GG_LNG_TRM,2019,2018,0,2018-12-31,INR,387186000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_GG_LNG_TRM,2019,2018,0,2018-12-31,USD,5532920000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS,2019,2018,0,2018-12-31,INR,312620600000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS,2019,2018,0,2018-12-31,USD,4479300000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_LNG_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_LNG_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_NFCH_NPISH,2019,2018,0,2018-12-31,INR,311375500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_NFCH_NPISH,2019,2018,0,2018-12-31,USD,4461460000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,INR,311375500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,USD,4461460000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_OFC,2019,2018,0,2018-12-31,INR,1245200000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_OFC,2019,2018,0,2018-12-31,USD,17840000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_OFC_LNG_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_OFC_LNG_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_OFC_SHT_TRM,2019,2018,0,2018-12-31,INR,1245200000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_OFC_SHT_TRM,2019,2018,0,2018-12-31,USD,17840000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_SHT_TRM,2019,2018,0,2018-12-31,INR,312620600000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_OAP_OS_SHT_TRM,2019,2018,0,2018-12-31,USD,4479300000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA,2019,2018,0,2018-12-31,INR,7234962600000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA,2019,2018,0,2018-12-31,USD,103650400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_CB,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_CB,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_CB_MAWR,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_CB_MAWR,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_DTCECB,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_DTCECB,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_GG,2019,2018,0,2018-12-31,INR,119934100000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_GG,2019,2018,0,2018-12-31,USD,1704650000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_GG_LNG_TRM,2019,2018,0,2018-12-31,INR,119934100000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_GG_LNG_TRM,2019,2018,0,2018-12-31,USD,1704650000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS,2019,2018,0,2018-12-31,INR,7115028500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS,2019,2018,0,2018-12-31,USD,101945750000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_LNG_TRM,2019,2018,0,2018-12-31,INR,70076500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_LNG_TRM,2019,2018,0,2018-12-31,USD,1004070000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_NFCH_NPISH,2019,2018,0,2018-12-31,INR,7115028500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_NFCH_NPISH,2019,2018,0,2018-12-31,USD,101945750000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_NFCH_NPISH_LNG_TRM,2019,2018,0,2018-12-31,INR,70076500000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_NFCH_NPISH_LNG_TRM,2019,2018,0,2018-12-31,USD,1004070000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,INR,7044952000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,USD,100941680000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_SHT_TRM,2019,2018,0,2018-12-31,INR,7044952000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OI_TCA_OS_SHT_TRM,2019,2018,0,2018-12-31,USD,100941680000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OTH_INVS,2019,2018,0,2018-12-31,INR,29419876400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_OTH_INVS,2019,2018,0,2018-12-31,USD,420496170000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI,2019,2018,0,2018-12-31,INR,15817444800000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI,2019,2018,0,2018-12-31,USD,226635960000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS,2019,2018,0,2018-12-31,INR,6179787100000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS,2019,2018,0,2018-12-31,USD,88545400000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_DTCECB,2019,2018,0,2018-12-31,INR,426298900000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_DTCECB,2019,2018,0,2018-12-31,USD,6108110000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_DTCECB_LNG_TRM,2019,2018,0,2018-12-31,INR,426298900000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_DTCECB_LNG_TRM,2019,2018,0,2018-12-31,USD,6108110000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_DTCECB_SHT_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_DTCECB_SHT_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_GG,2019,2018,0,2018-12-31,INR,2127897100000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_GG,2019,2018,0,2018-12-31,USD,30489000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_GG_LNG_TRM,2019,2018,0,2018-12-31,INR,2105959700000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_GG_LNG_TRM,2019,2018,0,2018-12-31,USD,30174670000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_GG_SHT_TRM,2019,2018,0,2018-12-31,INR,21937399999.999996
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_GG_SHT_TRM,2019,2018,0,2018-12-31,USD,314320000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS,2019,2018,0,2018-12-31,INR,3625591000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS,2019,2018,0,2018-12-31,USD,51948300000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_LNG_TRM,2019,2018,0,2018-12-31,INR,3537191000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_LNG_TRM,2019,2018,0,2018-12-31,USD,50681680000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_NFCH_NPISH,2019,2018,0,2018-12-31,INR,2707643300000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_NFCH_NPISH,2019,2018,0,2018-12-31,USD,38795730000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_NFCH_NPISH_LNG_TRM,2019,2018,0,2018-12-31,INR,2707643300000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_NFCH_NPISH_LNG_TRM,2019,2018,0,2018-12-31,USD,38795730000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,INR,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_NFCH_NPISH_SHT_TRM,2019,2018,0,2018-12-31,USD,0.0
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_OFC_LNG_TRM,2019,2018,0,2018-12-31,INR,829547800000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_OFC_LNG_TRM,2019,2018,0,2018-12-31,USD,11885950000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_OFC_SHT_TRM,2019,2018,0,2018-12-31,INR,88400000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_OFC_SHT_TRM,2019,2018,0,2018-12-31,USD,1266620000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_OTH_FIN_CO,2019,2018,0,2018-12-31,INR,917947800000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_OTH_FIN_CO,2019,2018,0,2018-12-31,USD,13152560000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_SHT_TRM,2019,2018,0,2018-12-31,INR,88400000000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_DS_OS_SHT_TRM,2019,2018,0,2018-12-31,USD,1266620000
RBI:INTR_INV_POS_IND_BPM6_RN(1.0),N_A,QFY,IIL_PI_EIFS,2019,2018,0,2018-12-31,INR,9637657800000
