DATAFLOW,AUDST,BASE_PER,CAT_NSDP_RN,CLASS_INDS_RN,FREQ,PRC_TYP_RN,REPYEAREND,REPYEARSTART,STATE_CODE,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,NAGA,0,2021-03-31,INR,3177169743
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,ORI,0,2021-03-31,INR,79995236240
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,PUN,0,2021-03-31,INR,81598400000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,PY,0,2021-03-31,INR,747958176.8
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,RAJA,0,2021-03-31,INR,26519535430
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,SIKK,0,2021-03-31,INR,23856226450
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,TEL,0,2021-03-31,INR,55339631480
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,TN,0,2021-03-31,INR,12991571130
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,TRI,0,2021-03-31,INR,11868100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,UK,0,2021-03-31,INR,42198500000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,UP,0,2021-03-31,INR,63910400000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2021,2020,WB,0,2021-03-31,INR,112493980200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,ANN,0,2021-03-31,INR,2763998402
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,ANP,0,2021-03-31,INR,192462762800
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,ARP,0,2021-03-31,INR,21229200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,ASM,0,2021-03-31,INR,41268800000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,BIH,0,2021-03-31,INR,57844334870
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,CHD,0,2021-03-31,INR,6378500000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,CHHT,0,2021-03-31,INR,174591100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,DEL,0,2021-03-31,INR,127802486400
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,GOA,0,2021-03-31,INR,45799109040
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,GUJ,0,2021-03-31,INR,388679255000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,HAR,0,2021-03-31,INR,107821969700
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,HP,0,2021-03-31,INR,58816771810
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,JHK,0,2021-03-31,INR,35541100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,JNK,0,2021-03-31,INR,59285953090
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,KAR,0,2021-03-31,INR,160921811900
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,KER,0,2021-03-31,INR,77074453420
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,MAH,0,2021-03-31,INR,367718107200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,MANI,0,2021-03-31,INR,4246800000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,MEG,0,2021-03-31,INR,4132362680
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,MIZO,0,2021-03-31,INR,27047517170
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,MP,0,2021-03-31,INR,211695700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,NAGA,0,2021-03-31,INR,4111138820
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,ORI,0,2021-03-31,INR,92218212170
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,PUN,0,2021-03-31,INR,117933700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,PY,0,2021-03-31,INR,2442081300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,RAJA,0,2021-03-31,INR,236571770400
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,SIKK,0,2021-03-31,INR,40202377660
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,TEL,0,2021-03-31,INR,108868631700
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,TN,0,2021-03-31,INR,223114032100
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,TRI,0,2021-03-31,INR,12372700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,UK,0,2021-03-31,INR,51203200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,UP,0,2021-03-31,INR,254532700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2021,2020,WB,0,2021-03-31,INR,121342866800
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,ANN,0,2021-03-31,INR,1645207933
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,ANP,0,2021-03-31,INR,298854900000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,ARP,0,2021-03-31,INR,3220300000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,ASM,0,2021-03-31,INR,56915600000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,BIH,0,2021-03-31,INR,188108400000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,CHD,0,2021-03-31,INR,39642000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,CHHT,0,2021-03-31,INR,76060600000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,DEL,0,2021-03-31,INR,732506100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,GOA,0,2021-03-31,INR,26118100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,GUJ,0,2021-03-31,INR,675120711100
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,HAR,0,2021-03-31,INR,240636899300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,HP,0,2021-03-31,INR,34376800000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,JHK,0,2021-03-31,INR,66431200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,JNK,0,2021-03-31,INR,42997433760
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,KAR,0,2021-03-31,INR,543631919800
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,KER,0,2021-03-31,INR,269315314500
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,MAH,0,2021-03-31,INR,1886687289000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,MANI,0,2021-03-31,INR,5285200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,MEG,0,2021-03-31,INR,6836735462
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,MIZO,0,2021-03-31,INR,3404588216
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,MP,0,2021-03-31,INR,230764500000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,NAGA,0,2021-03-31,INR,6501100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,ORI,0,2021-03-31,INR,131438842300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,PUN,0,2021-03-31,INR,204169302900
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,PY,0,2021-03-31,INR,9036196303
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,RAJA,0,2021-03-31,INR,302958636500
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,SIKK,0,2021-03-31,INR,3379100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,TEL,0,2021-03-31,INR,359055491800
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,TN,0,2021-03-31,INR,711974558000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,TRI,0,2021-03-31,INR,10637400000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,UK,0,2021-03-31,INR,55763000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,UP,0,2021-03-31,INR,435075100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CNST_PRC,2021,2020,WB,0,2021-03-31,INR,432240544200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,ANN,0,2021-03-31,INR,2093900000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,ANP,0,2021-03-31,INR,394429900000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,ARP,0,2021-03-31,INR,4250600000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,ASM,0,2021-03-31,INR,98822900000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,BIH,0,2021-03-31,INR,248269400000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,CHD,0,2021-03-31,INR,52320100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,CHHT,0,2021-03-31,INR,101200100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,DEL,0,2021-03-31,INR,966044700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,GOA,0,2021-03-31,INR,33641400000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,GUJ,0,2021-03-31,INR,832618123700
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,HAR,0,2021-03-31,INR,317581658000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,HP,0,2021-03-31,INR,45362700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,JHK,0,2021-03-31,INR,87611000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,JNK,0,2021-03-31,INR,56746372940
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,KAR,0,2021-03-31,INR,717504281400
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,KER,0,2021-03-31,INR,352791692500
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_FIN_SER,AFY,CURR_PRC,2021,2020,MAH,0,2021-03-31,INR,2490073182000
